activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,approved
2023,549300IFOE4SCP384147,45220,FL,12073.0,12073002421.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,1,71,2,1,1,1,2,2,2,295000,101.85,6.875,0.843,2,,,975.0,,,360,,,2,2,2,2,305000,1,1,3,5,1,,109.0,30%-<36%,9,2,2.0,,,,,2.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4465,20.25,91700,165.73,1686,2055,30,1
2023,549300IFOE4SCP384147,37860,FL,12033.0,12033001300.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Male,1,2,2,2,1,1,2,2,2,205000,93.049,6.75,1.596,2,13479.64,,4220.04,2573.11,,360,,,2,2,2,2,215000,1,1,3,5,1,,47.0,46,3,10,1.0,,,,,5.0,,,,,2,4,5.0,23.0,,,,8.0,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,3,,,,,10,,,,4165,67.83,83900,67.85,892,1513,58,1
2023,549300G2LV8W3C1G3762,14860,CT,9001.0,9001205200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,9,1,1,1,1,2,2,2,285000,85.0,7.5,,3,15071.02,,10803.02,9534.2,,360,,,2,2,2,2,335000,1,3,3,5,1,,149.0,30%-<36%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,1,2.0,1.0,2.0,2.0,10,,,,7015,18.02,142800,117.14,2121,2236,47,1
2023,549300G2LV8W3C1G3762,18140,OH,39089.0,39089758902.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,165000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,61.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,1.0,,,,10,,,,3278,6.07,100900,77.49,963,1279,41,0
2023,549300CN50N3250U7V79,99999,MO,,,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,75000,,,,3,,,,,,120,,,2,2,1,2,,2,1,2,3,1,,91.0,20%-<30%,9,9,2.0,,,,,3.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,6,,,,,1,,,,0,0.0,0,0.0,0,0,0,0
2023,549300CN50N3250U7V79,99999,TX,,,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,American Indian or Alaska Native,Joint,3,0,2,1,1,1,2,2,2,45000,,,,3,,,,,,120,,,2,2,1,2,,2,1,2,3,1,,42.0,>60%,9,9,2.0,,,,,2.0,,,,,2,2,1.0,,,,,1.0,,,,,2,2,1,2,2,2,25-34,35-44,No,No,2,1,6,,,,,1,3.0,,,0,0.0,0,0.0,0,0,0,0
2023,DRMSV1Q0EKMEXLAU1P80,22744,FL,12011.0,12011060802.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,3,0,2,1,4,2,2,1,2,95000,76.41,,,3,,,,,,300,,1,2,2,2,2,555000,1,1,3,5,1,,181.0,50%-60%,7,7,2.0,,,,,2.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,55-64,45-54,No,No,1,1,5,,,,,1,9.0,,,6735,91.22,88500,83.81,1332,1639,53,0
2023,549300B2JJHSM77T5Y41,99999,OH,,,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,8,0,1,1,1,1,2,2,2,125000,80.0,7.25,,3,,,,,,360,,,2,2,2,2,155000,1,1,3,5,1,,37.0,37,3,10,1.0,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,3,1,,,,,10,,,,0,0.0,0,0.0,0,0,0,0
2023,549300B2JJHSM77T5Y41,17140,KY,21117.0,21117061400.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,5,0,2,1,1,1,2,2,2,85000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,42.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,3,1,,,,,10,,,,3502,15.11,102300,62.11,934,1598,0,0
2023,549300B2JJHSM77T5Y41,48900,NC,37129.0,37129012010.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,185000,39.212,6.625,0.444,2,5062.79,,2990.0,,,360,,,2,2,2,2,485000,1,1,3,5,1,,141.0,<20%,2,3,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,55-64,Yes,No,1,1,1,,,,,10,,,,5375,17.34,99600,121.42,1669,2265,33,1
2023,549300B2JJHSM77T5Y41,10420,OH,39133.0,39133601901.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,305000,88.5,6.125,0.26,2,15721.19,,7362.94,17221.78,,360,,,2,2,2,2,345000,1,1,3,5,1,,35.0,50%-60%,3,3,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,2,2,2,45-54,<25,No,No,1,1,1,,,,,10,,,,2564,7.22,95500,94.07,731,1032,61,1
2023,549300I3LFY4G7F9CE90,43900,SC,45083.0,45083023408.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,4,2,2,1,2,65000,71.793,10.49,4.27,2,,,,,,179,,,2,2,2,2,345000,1,1,3,5,1,,73.0,50%-60%,1,10,2.0,,,,,5.0,,,,,1,4,3.0,,,,,8.0,,,,,1,4,1,5,1,4,35-44,9999,No,,1,1,6,,,,,10,,,,6231,29.34,80200,122.41,1732,1929,14,1
2023,5493002TJKC8NLH1ZP82,26420,TX,48339.0,48339690502.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,555000,100.0,7.0,0.492,2,11610.0,,0.0,2758.05,,360,,,2,2,2,2,545000,1,1,3,5,1,,138.0,50%-60%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,2,2,1,,,,,10,,,,3748,30.34,94100,183.46,805,972,19,1
2023,5493004M1U54OO4KKE09,12420,TX,48453.0,48453000308.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,71,2,1,1,1,2,2,2,485000,80.0,5.99,-0.317,2,7774.39,,2377.0,840.0,107.64,360,,,2,2,2,2,605000,1,1,3,5,1,,432.0,<20%,3,9,2.0,,,,,2.0,,,,,2,2,2.0,22.0,26.0,,,2.0,22.0,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,2698,43.88,122300,169.96,357,426,6,1
2023,5493004M1U54OO4KKE09,41700,TX,48091.0,48091310901.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,475000,70.246,6.0,-0.587,2,10258.52,,5345.95,5345.95,47.2,360,,,2,2,2,2,675000,1,1,3,5,1,,117.0,39,2,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,1.0,1.0,1.0,1.0,10,,,,9011,24.85,89100,193.11,2469,2689,14,1
2023,549300YHEI1EIYO6OO67,48700,PA,42081.0,42081010400.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,15000,51.053,5.99,-1.08,2,,,,,,300,,12,2,1,2,2,195000,1,1,3,5,1,,148.0,20%-<30%,2,9,2.0,,,,,2.0,,,,,3,3,5.0,,,,,5.0,,,,,3,3,1,2,3,3,55-64,55-64,No,No,1,1,6,,,,,10,,,,4931,7.24,78700,104.32,1762,2419,48,1
2023,549300YHEI1EIYO6OO67,14100,PA,42093.0,42093050400.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,215000,65.284,6.375,0.483,2,7481.0,,3120.0,,,372,,96,2,1,2,2,325000,1,1,3,5,1,,59.0,>60%,3,10,2.0,,,,,5.0,,,,,3,4,5.0,,,,,8.0,,,,,3,4,1,5,3,4,25-34,9999,No,,1,1,6,,,,,10,,,,5610,5.76,83500,131.18,1977,2312,41,1
2023,549300YHEI1EIYO6OO67,48700,PA,42081.0,42081011701.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,125000,39.062,6.99,-1.22,2,,,,,,300,,12,2,1,2,2,325000,1,1,3,5,1,,41.0,44,2,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4256,16.47,78700,86.89,699,1068,74,1
2023,549300YHEI1EIYO6OO67,44300,PA,42027.0,42027010300.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,75000,50.0,,,3,,,,,,300,,12,2,1,2,2,155000,1,1,3,5,1,,60.0,20%-<30%,2,10,2.0,,,,,5.0,,,,,3,4,5.0,,,,,8.0,,,,,3,4,1,5,3,4,45-54,9999,No,,1,1,6,,,,,7,,,,3170,8.26,115500,73.01,936,1499,78,0
2023,549300C1ICNCM0V37Y02,44180,MO,29043.0,29043020202.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,9,2,1,1,1,2,2,2,245000,80.0,6.5,-0.126,2,2785.0,,1375.0,,,360,,,2,2,2,2,305000,1,1,3,5,1,,85.0,20%-<30%,3,10,2.0,,,,,5.0,,,,,2,4,2.0,22.0,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,6771,13.97,84800,112.3,1794,2487,28,1
2023,549300C1ICNCM0V37Y02,28140,MO,29095.0,29095017200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,1,205000,,,,3,,,,,,360,,,2,2,2,2,,1,3,3,5,4,,368.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,4573,69.12,104400,72.35,973,1654,56,0
2023,549300CDOC4F7XSRG390,34980,TN,47187.0,47187050404.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,0,2,1,31,1,2,1,2,505000,60.31,8.500,0.320,3,,,,,,240,,1,2,1,1,2,825000,1,1,3,5,1,,273.0,20%-<30%,2,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,3,3,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,6890,9.52,100500,256.45,2453,2453,27,0
2023,5493005R34FLBMCPWB41,47260,VA,51550.0,51550021010.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,395000,95.0,6.0,0.238,2,4123.15,,1399.0,,,360,,,2,2,2,2,415000,1,1,3,5,1,,82.0,44,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,2,2.0,2.0,2.0,,10,,,,6129,21.59,99800,155.15,1811,2156,31,1
2023,5493005R34FLBMCPWB41,39580,NC,37101.0,37101041505.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,115000,36.679,6.375,0.198,2,3413.0,,1399.0,,,360,,,2,2,2,2,295000,1,1,3,5,1,,31.0,40,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,2,2.0,2.0,2.0,1.0,10,,,,4434,21.63,117000,83.67,953,1514,28,1
2023,5493005R34FLBMCPWB41,39580,NC,37069.0,37069060502.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,71,2,1,1,1,2,2,2,355000,80.0,6.375,-0.055,2,12484.16,,9854.0,8455.0,,360,,,2,2,2,2,445000,1,1,3,5,1,,100.0,45,7,7,2.0,,,,,2.0,,,,,2,2,5.0,,,,,3.0,5.0,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,1,1.0,1.0,1.0,1.0,10,,,,9754,27.45,117000,96.78,2852,3582,20,1
2023,5493005R34FLBMCPWB41,47260,VA,51710.0,51710005701.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,3,1,1,2,2,2,255000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,65.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,3,1,1.0,1.0,1.0,1.0,10,,,,4212,80.72,99800,47.99,498,910,49,0
2023,549300ZW96EO7YCGVV43,39460,FL,12015.0,12015030402.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,1,1,1111,1111,1111,295000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,2,1111,1111,1,Exempt,2746.0,Exempt,1111,1111,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1111,1111,1111,,,,,1111,,,,1999,4.05,77300,86.21,1085,2202,36,1
2023,549300EWL25M8JXH2R78,38060,AZ,4013.0,4013103211.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,2,2,2,1,2,135000,,,,3,,,,,,300,,,2,2,2,2,,1,1,3,5,1,,104.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4342,19.99,99000,125.94,1437,1848,36,0
2023,549300EWL25M8JXH2R78,38060,AZ,4013.0,4013216855.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,4,0,2,1,2,2,2,1,2,205000,,,,3,,,,,,300,,,2,2,2,2,,1,1,3,5,1,,360.0,,9,9,3.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3890,15.5,99000,203.01,1185,1742,22,0
2023,549300EWL25M8JXH2R78,22380,AZ,4005.0,4005000302.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,0,2,1,1,1,2,2,2,385000,90.0,6.0,-0.056,2,9511.95,,5482.5,4837.5,,360,,84,2,2,2,2,435000,1,1,3,5,1,,83.0,39,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,2819,64.49,105100,66.57,301,1149,34,1
2023,549300DPWFIO1S3DF358,17140,OH,39061.0,39061025700.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,105000,,6.725,,3,3555.00,,2082.50,1087.50,,360,,,2,2,2,2,145000,1,3,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2087,43.84,102300,36.88,301,742,0,0
2023,5493002HHKWZSFP7AI61,27180,TN,47053.0,47053966702.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,1111,1111,1111,115000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,1,Exempt,,Exempt,1111,1111,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1111,1111,1111,,,,,1111,,,,3243,25.35,74500,83.05,815,1229,45,1
2023,549300ZJK68X6PQU2308,18140,OH,39049.0,39049009382.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,4,0,2,1,4,2,2,2,2,35000,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,41.0,,9,9,2.0,,,,,5.0,,,,,2,4,2.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,3002,31.28,100900,72.06,783,1348,48,0
2023,549300ZJK68X6PQU2308,18140,OH,39049.0,39049009350.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,1,1,2,2,2,95000,80.0,5.75,-0.24,2,3197.05,,975.0,,29.55,360,,60,2,2,2,2,115000,1,1,3,5,1,,28.0,43,1,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,3046,70.78,100900,87.56,487,697,47,1
2023,549300ZJK68X6PQU2308,17140,OH,39017.0,39017000600.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,1,6,2,1,31,1,2,2,2,85000,62.992,6.75,-0.166,2,3398.75,,1454.2,479.2,29.55,360,,,2,2,2,2,125000,1,1,3,5,1,,42.0,20%-<30%,2,10,11.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4680,28.08,102300,65.73,906,2066,0,1
2023,549300TTNSX94TR06G13,36540,IA,19155.0,19155031601.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,85000,89.6,7.5,-0.84,2,,,,,,360,,12,2,1,2,2,525000,1,1,3,5,1,,133.0,42,8,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5282,6.49,109200,134.28,1572,1672,22,1
2023,549300Z4E78BSM0XM758,26420,TX,48201.0,48201554407.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,65000,79.692,10.12,1.91,2,,,,,,240,,,2,1,2,2,315000,1,1,3,5,1,,120.0,45,8,10,1.0,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,6712,49.94,94100,138.89,1840,2047,0,1
2023,549300Z4E78BSM0XM758,26420,TX,48201.0,48201453601.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Joint,4,0,2,1,1,1,2,2,2,185000,,,,3,,,,,,240,,,2,2,2,2,,1,1,3,5,1,,54.0,,9,9,1.0,14.0,,,,3.0,,,,,2,2,2.0,5.0,,,,6.0,,,,,2,2,1,2,2,2,45-54,<25,No,No,1,1,6,,,,,10,,,,2161,94.91,94100,52.81,254,416,41,0
2023,5493000349C5XXDRQX28,10900,PA,42077.0,42077006703.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,485000,80.0,7.875,0.636,3,6404.7,,691.2,691.2,,360,,,2,2,2,2,605000,1,1,3,5,1,,134.0,49,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,2,1,6,,,,,10,,,,6049,16.43,99500,155.12,1870,2108,50,1
2023,549300J2D35S72FE4K21,14540,KY,21227.0,21227011402.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,2,2,2,2,2,15000,65.381,6.5,0.84,2,241.0,,0.0,,,60,,,2,2,2,2,215000,1,1,3,5,1,,69.0,30%-<36%,3,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3501,18.68,78700,197.97,852,1167,26,1
2023,549300RWXUAFD1WAE410,49180,NC,37067.0,37067003312.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,365000,78.00000,6.125,0.551,2,12750.65,,11317.00,6750.00,3536.75,360,,,2,2,2,2,465000,1,1,3,5,1,,150.0,20%-<30%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4537,27.82,81300,117.1,1029,1361,23,1
2023,254900XN7UWEWK13RO81,34940,FL,12021.0,12021011114.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,635000,80.0,6.875,0.549,2,5449.32,,1400.0,,,360,,,2,2,2,2,795000,1,1,3,5,1,,248.0,49,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,2,,,,,10,,,,3216,30.1,100700,89.22,561,1079,19,1
2023,254900XN7UWEWK13RO81,15380,NY,36063.0,36063022200.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,71,2,2,1,1,2,2,2,205000,101.555,6.125,0.176,2,9980.93,,3684.93,2083.84,1500.0,360,,,2,2,2,2,215000,1,1,3,5,1,,110.0,30%-<36%,2,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,3,,,,,10,,,,3549,15.13,93900,90.5,1465,1604,66,1
2023,254900XN7UWEWK13RO81,15380,NY,36029.0,36029003000.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,115000,100.69,7.0,-0.542,2,2708.5,,850.0,,2000.0,360,,,2,2,2,2,145000,1,1,3,5,1,,27.0,43,2,10,2.0,,,,,5.0,,,,,2,4,2.0,27.0,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,5,,,,,10,,,,3092,89.33,93900,54.54,375,1062,77,1
2023,549300RWXUAFD1WAE410,99999,NC,37131.0,37131920302.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,115000,96.50000,6.750,1.642,2,7483.01,,2988.59,1693.59,,360,,,2,2,2,2,115000,2,1,1,1,1,,47.0,50%-60%,3,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,1644,70.01,70400,79.5,695,1131,48,1
2023,254900CYWJYH3ES8BV63,39660,SD,46093.0,46093020402.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,6,2,1,1,1,1111,1111,1111,305000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,107.0,Exempt,1111,1111,2.0,,,,,5.0,,,,,2,4,1.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1111,1111,1111,,,,,1111,,,,3940,13.45,87200,72.51,1271,1898,54,1
2023,254900TG14TB8RKS3U42,12060,GA,13067.0,13067030261.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,32,1,2,2,2,175000,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,159.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,3643,45.46,102900,157.07,894,1203,23,0
2023,254900TG14TB8RKS3U42,26420,TX,48339.0,48339690407.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,265000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,103.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,4682,57.05,94100,44.43,683,825,11,0
