activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,approved
2023,5493003GQDUH26DNNH17,27260,FL,12109.0,12109020906.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,3,1,1,2,2,2,645000,95,5.125,-1.446,2,10512.13,,6460.00,,,360,,,2,2,2,2,685000,1,1,3,5,1,,161.0,43,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,11348,28.49,93100,145.23,2768,3190,11,1
2023,5493003GQDUH26DNNH17,27260,FL,12031.0,12031014339.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,4,2,2,1,2,115000,45.138,8.75,1.21,2,,,,,,480,,1,2,2,2,2,495000,1,1,3,5,1,,74.0,>60%,1,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,5,,,,,10,,,,4581,41.78,93100,155.41,1061,1061,14,1
2023,5493003GQDUH26DNNH17,25060,MS,28047.0,28047003409.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,3,0,2,1,4,1,2,2,2,105000,80,,,3,,,,,,360,,,2,2,2,2,125000,2,1,1,1,1,,92.0,50%-60%,3,3,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,45-54,No,No,1,1,6,,,,,3,1.0,,,3567,15.76,76600,83.33,979,1695,22,0
2023,5493003GQDUH26DNNH17,17300,TN,47125.0,47125100602.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,5,0,2,1,31,1,2,2,2,245000,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,100.0,,9,9,1.0,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,<25,9999,No,,1,1,6,,,,,10,,,,2812,23.58,73500,73.25,630,796,45,0
2023,5493003GQDUH26DNNH17,17820,CO,8041.0,8041005122.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,55000,94.996,11.25,4.03,2,,,,,,480,,1,2,2,2,2,625000,1,1,3,5,1,,214.0,45,1,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,5,,,,,10,,,,11238,33.93,105000,150.8,2265,2539,9,1
2023,5493003GQDUH26DNNH17,47260,VA,51550.0,51550021506.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,1,2,2,2,2,2,25000,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,87.0,,9,9,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,5,,,,,10,,,,2651,87.29,99800,74.87,593,881,50,0
2023,5493003GQDUH26DNNH17,12060,GA,13121.0,13121010522.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,3,0,2,1,1,1,2,2,2,75000,101.75,,,3,,,,,,360,,,2,2,2,2,75000,1,1,3,5,1,,64.0,30%-<36%,3,10,3.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,1,,,,,4,,,,5467,99.07,102900,50.58,1046,1594,46,0
2023,5493003GQDUH26DNNH17,40140,CA,6071.0,6071010428.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,1,2,2,2,115000,27.316,5.75,0.114,2,1266.63,,0.00,,,180,,,2,2,2,2,425000,1,1,3,5,1,,102.0,30%-<36%,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,4232,34.85,94500,65.06,848,1863,48,1
2023,B4TYDEB6GKMZO031MB27,23104,TX,48439.0,48439121906.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,5,0,2,1,2,2,2,1,2,65000,,,,3,,,,,,360,,1,2,2,2,2,,1,1,3,5,1,,180.0,,9,9,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,4283,91.22,97600,51.02,343,882,51,0
2023,B4TYDEB6GKMZO031MB27,99999,ID,16017.0,16017950802.0,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,425000,61.19,6.490,-0.590,2,,,,,,360,36,1,2,2,2,2,1605000,1,1,3,5,1,,217.0,45,8,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,3978,9.35,81300,102.19,1234,1575,35,1
2023,549300W1HU6IVVIEJ389,17300,TN,47125.0,47125101805.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,1,1,2,2,2,355000,,5.74,0.16,2,16094.76,,6789.45,5428.45,,360,,,2,2,2,2,355000,1,1,3,5,1,,98.0,43,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,25-34,9999,No,,1,1,3,,,,,10,,,,3928,18.48,73500,117.64,1199,1425,26,1
2023,549300R9S3MVDV4MGF56,39580,NC,37183.0,37183053115.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Asian,Male,5,0,2,2,32,1,2,2,2,225000,,,,3,,,,,,360,,,2,2,2,2,,2,1,1,1,1,,44.0,,9,9,2.0,,,,,5.0,,,,,2,4,2.0,21.0,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,3,,,,,10,,,,2747,29.05,117000,69.51,536,794,24,0
2023,549300ERL4SV8MDO3P56,13820,AL,1073.0,1073013902.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,1,2,2,2,1,2,35000,,,,3,,,,,,120,,,2,2,2,2,,1,1,3,5,1,,110.0,,9,9,2.0,,,,,5.0,,,,,1,4,3.0,,,,,8.0,,,,,1,4,1,5,1,4,45-54,9999,No,,1,1,6,,,,,10,,,,2269,51.3,89600,92.45,591,911,58,0
2023,549300ERL4SV8MDO3P56,99999,AL,1043.0,1043964202.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,75000,59.782,3.0,-5.08,2,,,,,,180,,12,2,2,2,2,545000,1,1,3,5,1,,60.0,36,8,8,2.0,,,,,2.0,,,,,1,1,5.0,,,,,5.0,,,,,1,1,1,2,1,1,65-74,>74,Yes,Yes,1,1,6,,,,,10,,,,4140,8.24,65700,102.8,997,1462,36,1
2023,549300ERL4SV8MDO3P56,99999,AL,1127.0,1127020200.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,25000,81.866,5.5,-1.77,2,,,,,,180,,36,2,2,2,2,155000,1,1,3,5,1,,96.0,<20%,8,8,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4372,18.44,65700,99.57,1081,1807,42,1
2023,X05BVSK68TQ7YTOSNR22,99999,TX,48323.0,48323950702.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,4,1,2,2,2,255000,92.59300,,,3,,,,,,,,,2,2,2,2,275000,1,1,3,5,1,,46.0,>60%,8,10,1.0,14.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,4,,,,5399,95.02,73200,127.04,1308,1590,25,0
2023,5493006VVC2EW2KLYK29,99999,,,,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,7,0,1,1,1,1,1111,1111,1111,135000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,47.0,Exempt,1111,1111,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,<25,<25,No,No,1111,1111,1111,,,,,3,,,,0,0.0,0,0.0,0,0,0,0
2023,6BYL5QZYBDK8S7L73M02,40140,CA,6071.0,6071000115.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,65000,051.260,0007.500,01.380,2,0000000.00,,0000000.00,,,00120,,,2,2,2,2,815000,1,1,3,5,1,,144.0,37,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,7,,,,,10,,,,9722,79.23,94500,104.72,1540,1874,21,1
2023,6BYL5QZYBDK8S7L73M02,99999,IN,18077.0,18077966500.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,105000,079.956,,,3,,,,,,00360,,00001,2,1,2,2,465000,1,1,3,5,1,,120.0,50%-60%,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,7,,,,,1,,,,5730,10.23,82700,104.05,1334,1968,48,0
2023,6BYL5QZYBDK8S7L73M02,29940,KS,20045.0,20045000902.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,65000,063.178,,,3,,,,,,00360,,,2,2,2,2,255000,1,1,3,5,1,,85.0,<20%,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,7,,,,,9,,,,2400,31.25,94600,94.77,285,519,45,0
2023,6BYL5QZYBDK8S7L73M02,99999,CO,8067.0,8067970602.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,65000,051.630,0007.800,01.310,2,0000000.00,,0000000.00,,,00240,,,2,2,2,2,575000,1,1,3,5,1,,88.0,40,11,11,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,45-54,Yes,No,1,1,7,,,,,10,,,,6340,20.13,90900,141.28,1787,2734,28,1
2023,6BYL5QZYBDK8S7L73M02,31540,WI,55025.0,55025012900.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,105000,063.175,0009.700,01.850,2,,,,,,00360,,00001,2,1,2,2,405000,1,1,3,5,1,,184.0,20%-<30%,11,11,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,55-64,45-54,No,No,1,1,7,,,,,10,,,,3929,4.84,117100,106.84,1326,1611,42,1
2023,6BYL5QZYBDK8S7L73M02,41420,OR,41047.0,41047010100.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,55000,053.977,0007.900,01.440,2,0000000.00,,0000000.00,,,00180,,,2,2,2,2,965000,1,1,3,5,1,,131.0,44,11,11,2.0,,,,,3.0,,,,,2,2,5.0,,,,,6.0,,,,,2,2,1,3,2,2,35-44,35-44,No,No,1,1,7,,,,,10,,,,1506,31.41,89000,143.01,272,448,45,1
2023,6BYL5QZYBDK8S7L73M02,41940,CA,6085.0,6085506804.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,4,2,2,2,2,95000,068.960,,,3,,,,,,00030,,,2,2,2,2,2025000,1,1,3,5,1,,271.0,50%-60%,11,10,2.0,,,,,5.0,,,,,2,4,21.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,7,,,,,1,,,,3936,41.46,178800,131.74,1231,1547,54,0
2023,6BYL5QZYBDK8S7L73M02,41740,CA,6073.0,6073008512.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,145000,076.221,0009.350,01.410,2,,,,,,00360,,00001,2,1,2,2,1085000,1,1,3,5,1,,179.0,48,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,Yes,,1,1,7,,,,,10,,,,4386,32.72,116800,125.97,1225,1499,58,1
2023,6BYL5QZYBDK8S7L73M02,34980,TN,47165.0,47165021105.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,55000,081.906,,,3,,,,,,00360,,00001,2,2,2,2,315000,1,1,3,5,1,,52.0,>60%,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,7,,,,,3,,,,6672,30.8,100500,104.34,1090,1478,29,0
2023,6BYL5QZYBDK8S7L73M02,33460,MN,27037.0,27037060714.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,1,2,1,2,105000,025.445,0009.700,01.660,2,,,,,,00360,,00001,2,1,2,2,395000,1,1,3,5,1,,107.0,20%-<30%,11,10,2.0,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,1,5,1,4,65-74,9999,Yes,,1,1,7,,,,,10,,,,4594,28.93,124300,93.35,1376,1378,43,1
2023,6BYL5QZYBDK8S7L73M02,33460,MN,27163.0,27163070105.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,2,2,65000,060.402,0007.850,01.640,2,0000000.00,,0000000.00,,,00180,,,2,2,2,2,255000,1,1,3,5,1,,,20%-<30%,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,7,,,,,10,,,,4147,7.4,124300,151.0,1621,1820,41,1
2023,6BYL5QZYBDK8S7L73M02,19804,MI,26163.0,26163537500.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,4,1,2,1,2,45000,066.667,0010.450,02.480,2,,,,,,00360,,00001,2,2,2,2,65000,1,1,3,5,1,,61.0,49,11,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,7,,,,,10,,,,2714,98.64,77100,46.06,744,1336,70,1
2023,6BYL5QZYBDK8S7L73M02,29820,NV,32003.0,32003005360.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,105000,025.000,,,3,,,,,,00360,,00001,2,1,2,2,405000,1,1,3,5,1,,263.0,<20%,11,11,1.0,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,7,,,,,3,,,,4925,35.55,83900,77.0,1246,1805,19,0
2023,6BYL5QZYBDK8S7L73M02,47894,MD,24017.0,24017851402.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,3,0,2,1,4,2,2,2,2,65000,031.559,,,3,,,,,,00180,,,2,2,2,2,605000,1,1,3,5,1,,50.0,46,9,9,3.0,,,,,3.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,1,2,2,55-64,55-64,No,No,1,1,7,,,,,9,,,,3445,34.46,150100,89.66,1145,1283,26,0
2023,6BYL5QZYBDK8S7L73M02,99999,IA,19179.0,19179960200.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,1,15000,072.595,,,3,,,,,,00360,,00001,2,1,2,2,85000,1,3,3,5,1,,47.0,<20%,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,7,,,,,4,,,,2614,38.22,86300,63.7,464,966,70,0
2023,6BYL5QZYBDK8S7L73M02,31084,CA,6037.0,6037207711.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,3,0,2,1,4,2,2,1,2,15000,091.057,,,3,,,,,,00360,,00001,2,1,2,2,765000,1,3,3,5,1,,113.0,<20%,9,10,2.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,7,,,,,4,,,,2280,62.46,98200,193.67,194,57,12,0
2023,6BYL5QZYBDK8S7L73M02,38060,AZ,4013.0,4013050701.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,Black or African American,Male,3,0,2,1,2,2,2,1,2,35000,007.971,,,3,,,,,,00360,,00001,2,1,2,2,3505000,1,1,3,5,1,,54.0,>60%,11,10,1.0,2.0,14.0,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,7,,,,,1,,,,7711,64.39,99000,76.67,1359,1933,17,0
2023,6BYL5QZYBDK8S7L73M02,36540,NE,31153.0,31153010103.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,2,2,2,1,2,115000,079.437,,,3,,,,,,00360,,00001,2,1,2,2,325000,1,1,3,5,1,,75.0,>60%,11,10,2.0,,,,,5.0,,,,,2,4,2.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,7,,,,,1,,,,4709,20.9,109200,105.43,1262,1447,44,0
2023,6BYL5QZYBDK8S7L73M02,33700,CA,6099.0,6099000911.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,3,0,2,1,4,2,2,2,2,35000,083.529,,,3,,,,,,00080,,,2,2,2,2,425000,1,1,3,5,1,,150.0,43,11,10,3.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,7,,,,,3,,,,4966,55.3,92600,123.33,969,1429,35,0
2023,6BYL5QZYBDK8S7L73M02,31084,CA,6037.0,6037460601.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,2,2,85000,029.793,,,3,,,,,,00360,,,2,2,2,2,2505000,1,1,3,5,1,,440.0,49,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,7,,,,,3,,,,5488,44.41,98200,210.75,1333,1623,62,0
2023,6BYL5QZYBDK8S7L73M02,40140,CA,6071.0,6071009129.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,0,2,1,4,2,2,1,2,135000,059.257,0008.800,00.760,2,,,,,,00360,,00001,2,1,2,2,395000,1,1,3,5,1,,86.0,36,11,10,11.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,7,,,,,10,,,,6763,90.18,94500,81.21,962,1586,19,1
2023,5493003GQDUH26DNNH17,15804,NJ,34007.0,34007607504.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,4,2,2,2,2,125000,98.021,,,3,,,,,,240,,,2,2,2,2,645000,1,1,3,5,1,,108.0,>60%,1,10,1.0,14.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,5,,,,,1,4.0,,,4086,26.97,119800,202.31,1086,1165,34,0
2023,5493003GQDUH26DNNH17,25060,MS,28059.0,28059040103.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,1,1,2,2,2,85000,109.589,,,3,,,,,,360,,60,2,2,2,2,75000,1,1,3,5,1,,63.0,20%-<30%,3,10,2.0,,,,,5.0,,,,,2,4,3.0,5.0,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,9,,,,4042,13.26,76600,90.7,1172,1754,33,0
2023,5493003GQDUH26DNNH17,47260,VA,51810.0,51810045407.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,3,1,1,2,2,2,405000,100,5.625,-0.755,2,2917.76,,0.00,,,360,,,2,2,2,2,405000,1,1,3,5,1,,,30%-<36%,1,3,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4456,43.85,99800,101.29,969,1373,0,1
2023,5493003GQDUH26DNNH17,22180,NC,37051.0,37051003302.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,4,2,2,2,2,55000,84.197,8.64,3.087,2,301.05,,0.00,,,60,,,2,2,2,2,355000,1,1,3,5,1,,106.0,20%-<30%,1,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,5,,,,,10,,,,5782,83.78,74300,58.03,698,1625,27,1
2023,549300R9S3MVDV4MGF56,33700,CA,6099.0,6099003100.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,4,1,2,2,2,215000,70.333,7.125,1.171,2,11784.54,,6093.04,3465.13,,360,,,2,2,2,2,305000,1,1,3,5,1,,62.0,30%-<36%,1,10,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,2,1,6,,,,,10,,,,3843,62.06,92600,56.27,468,1348,50,1
2023,549300R9S3MVDV4MGF56,29820,NV,32003.0,32003005867.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,32,1,2,2,2,235000,58.942,,,3,,,,,,360,,,2,2,2,2,395000,1,1,3,5,1,,98.0,20%-<30%,1,10,2.0,,,,,5.0,,,,,2,4,2.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,2,,,,,7,,,,5811,56.17,83900,124.14,1563,1929,8,0
2023,549300R9S3MVDV4MGF56,12060,GA,13057.0,13057091106.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,2,32,1,2,2,2,145000,42.773,,,3,,,,,,360,,,2,2,2,2,335000,1,1,3,5,1,,55.0,50%-60%,2,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,7,,,,4832,39.07,102900,116.6,1137,1733,27,0
2023,549300R9S3MVDV4MGF56,27860,AR,5031.0,5031001000.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,1,2,2,2,45000,80.0,,,3,,,,,,360,,,2,2,2,2,55000,1,1,3,5,1,,17.0,>60%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,7,,,,4008,8.41,72200,91.4,1027,1798,50,0
2023,549300XZGHPTWOJPDI31,45060,NY,36053.0,36053030501.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,245000,80.0,8.72,,3,,,,,,120,,12,2,2,1,2,305000,1,3,3,5,4,,,,9,10,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1,1,6,,,,,10,,,,3112,12.02,93300,134.89,750,1089,70,1
2023,549300R9S3MVDV4MGF56,36084,CA,6013.0,6013334007.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,2,32,1,2,2,2,425000,80.0,,,3,,,,,,360,,,2,2,2,2,525000,1,1,3,5,1,,120.0,42,3,10,1.0,14.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,7,,,,3867,51.8,147900,77.87,1221,1200,40,0
2023,5493001J5Z6NXCZKQR68,48620,KS,20173.0,20173008000.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,1,1,1,1,2,2,2,145000,85.632,6.875,,3,,,,,,360,,,2,2,2,2,175000,1,1,3,5,1,,69.0,40,7,10,2.0,,,,,5.0,,,,,3,4,5.0,,,,,8.0,,,,,3,4,1,5,3,4,35-44,9999,No,,1,1,1,,,,,10,,,,6155,24.08,85200,96.44,1797,2358,32,0
